Tag category,Tag field
SG_project,SG_project_ID
SG_project,Project_name
SG_project,Full_name_of_center
SG_project,Initial_of_center
SG_project,Sf_ID
SG_project,Entry_ID
Entry_src,ID
Entry_src,Project_name
Entry_src,Organization_full_name
Entry_src,Organization_initials
Entry_src,Sf_ID
Entry_src,Entry_ID
Struct_keywords,Keywords
Struct_keywords,Text
Struct_keywords,Sf_ID
Struct_keywords,Entry_ID
Data_set,Type
Data_set,Count
Data_set,Sf_ID
Data_set,Entry_ID
Datum,Type
Datum,Count
Datum,Sf_ID
Datum,Entry_ID
Release,Release_number
Release,Format_type
Release,Format_version
Release,Date
Release,Submission_date
Release,Type
Release,Author
Release,Detail
Release,Sf_ID
Release,Entry_ID
Related_entries,Database_name
Related_entries,Database_accession_code
Related_entries,Relationship
Related_entries,Sf_ID
Related_entries,Entry_ID
Matched_entries,Database_name
Matched_entries,Database_accession_code
Matched_entries,Sf_ID
Matched_entries,Entry_ID
Auxiliary_files,ID
Auxiliary_files,URI
Auxiliary_files,DOI
Auxiliary_files,BMRB_path_name
Auxiliary_files,Format
Auxiliary_files,Detail
Auxiliary_files,Sf_ID
Auxiliary_files,Entry_ID
Audit,Revision_ID
Audit,Creation_date
Audit,Update_record
Audit,Creation_method
Audit,Sf_ID
Audit,Entry_ID
Citation,Sf_category
Citation,Sf_framecode
Citation,Entry_ID
Citation,Sf_ID
Citation,ID
Citation,Class
Citation,CAS_abstract_code
Citation,MEDLINE_UI_code
Citation,DOI
Citation,PubMed_ID
Citation,Full_citation
Citation,Title
Citation,Status
Citation,Type
Citation,Journal_abbrev
Citation,Journal_name_full
Citation,Journal_volume
Citation,Journal_issue
Citation,Journal_ASTM
Citation,Journal_ISSN
Citation,Journal_CSD
Citation,Book_title
Citation,Book_chapter_title
Citation,Book_volume
Citation,Book_series
Citation,Book_publisher
Citation,Book_publisher_city
Citation,Book_ISBN
Citation,Conference_title
Citation,Conference_site
Citation,Conference_state_province
Citation,Conference_country
Citation,Conference_start_date
Citation,Conference_end_date
Citation,Conference_abstract_number
Citation,Thesis_institution
Citation,Thesis_institution_city
Citation,Thesis_institution_country
Citation,WWW_URL
Citation,Page_first
Citation,Page_last
Citation,Year
Citation,Details
Citation_author,Ordinal
Citation_author,Given_name
Citation_author,Family_name
Citation_author,First_initial
Citation_author,Middle_initials
Citation_author,Family_title
Citation_author,ORCID
Citation_author,Sf_ID
Citation_author,Entry_ID
Citation_author,Citation_ID
Citation_keyword,Keyword
Citation_keyword,Sf_ID
Citation_keyword,Entry_ID
Citation_keyword,Citation_ID
Citation_editor,Ordinal
Citation_editor,Given_name
Citation_editor,Family_name
Citation_editor,First_initial
Citation_editor,Middle_initials
Citation_editor,Family_title
Citation_editor,Sf_ID
Citation_editor,Entry_ID
Citation_editor,Citation_ID
Assembly,Sf_category
Assembly,Sf_framecode
Assembly,Entry_ID
Assembly,Sf_ID
Assembly,ID
Assembly,Name
Assembly,BMRB_code
Assembly,Number_of_components
Assembly,Organic_ligands
Assembly,Metal_ions
Assembly,Non_standard_bonds
Assembly,Ambiguous_conformational_states
Assembly,Ambiguous_chem_comp_sites
Assembly,Molecules_in_chemical_exchange
Assembly,Paramagnetic
Assembly,Thiol_state
Assembly,Molecular_mass
Assembly,Enzyme_commission_number
Assembly,Details
Assembly,DB_query_date
Assembly,DB_query_revised_last_date
Assembly_type,Type
Assembly_type,Sf_ID
Assembly_type,Entry_ID
Assembly_type,Assembly_ID
Entity_assembly,ID
Entity_assembly,Entity_assembly_name
Entity_assembly,Entity_ID
Entity_assembly,Entity_label
Entity_assembly,Asym_ID
Entity_assembly,PDB_chain_ID
Entity_assembly,Experimental_data_reported
Entity_assembly,Physical_state
Entity_assembly,Conformational_isomer
Entity_assembly,Chemical_exchange_state
Entity_assembly,Magnetic_equivalence_group_code
Entity_assembly,Role
Entity_assembly,Details
Entity_assembly,Sf_ID
Entity_assembly,Entry_ID
Entity_assembly,Assembly_ID
Bond,ID
Bond,Type
Bond,Value_order
Bond,Assembly_atom_ID_1
Bond,Entity_assembly_ID_1
Bond,Entity_assembly_name_1
Bond,Entity_ID_1
Bond,Comp_ID_1
Bond,Comp_index_ID_1
Bond,Seq_ID_1
Bond,Atom_ID_1
Bond,Assembly_atom_ID_2
Bond,Entity_assembly_ID_2
Bond,Entity_assembly_name_2
Bond,Entity_ID_2
Bond,Comp_ID_2
Bond,Comp_index_ID_2
Bond,Seq_ID_2
Bond,Atom_ID_2
Bond,Auth_entity_assembly_ID_1
Bond,Auth_entity_assembly_name_1
Bond,Auth_asym_ID_1
Bond,Auth_seq_ID_1
Bond,Auth_comp_ID_1
Bond,Auth_atom_ID_1
Bond,Auth_entity_assembly_ID_2
Bond,Auth_entity_assembly_name_2
Bond,Auth_asym_ID_2
Bond,Auth_seq_ID_2
Bond,Auth_comp_ID_2
Bond,Auth_atom_ID_2
Bond,Sf_ID
Bond,Entry_ID
Bond,Assembly_ID
Entity_deleted_atom,ID
Entity_deleted_atom,Entity_atom_list_ID
Entity_deleted_atom,Entity_assembly_ID
Entity_deleted_atom,Entity_ID
Entity_deleted_atom,Comp_ID
Entity_deleted_atom,Comp_index_ID
Entity_deleted_atom,Seq_ID
Entity_deleted_atom,Atom_ID
Entity_deleted_atom,Auth_entity_assembly_ID
Entity_deleted_atom,Auth_seq_ID
Entity_deleted_atom,Auth_comp_ID
Entity_deleted_atom,Auth_atom_ID
Entity_deleted_atom,Sf_ID
Entity_deleted_atom,Entry_ID
Entity_deleted_atom,Assembly_ID
Struct_asym,ID
Struct_asym,Entity_ID
Struct_asym,PDBX_blank_PDB_chainid_flag
Struct_asym,PDBX_modified
Struct_asym,Details
Struct_asym,Sf_ID
Struct_asym,Entry_ID
Struct_asym,Assembly_ID
Assembly_db_link,Author_supplied
Assembly_db_link,Database_code
Assembly_db_link,Accession_code
Assembly_db_link,Entry_mol_code
Assembly_db_link,Entry_mol_name
Assembly_db_link,Entry_experimental_method
Assembly_db_link,Entry_structure_resolution
Assembly_db_link,Entry_relation_type
Assembly_db_link,Entry_details
Assembly_db_link,Sf_ID
Assembly_db_link,Entry_ID
Assembly_db_link,Assembly_ID
Assembly_common_name,Name
Assembly_common_name,Type
Assembly_common_name,Sf_ID
Assembly_common_name,Entry_ID
Assembly_common_name,Assembly_ID
Assembly_systematic_name,Name
Assembly_systematic_name,Naming_system
Assembly_systematic_name,Sf_ID
Assembly_systematic_name,Entry_ID
Assembly_systematic_name,Assembly_ID
Assembly_interaction,ID
Assembly_interaction,Entity_assembly_ID_1
Assembly_interaction,Entity_assembly_ID_2
Assembly_interaction,Mol_interaction_type
Assembly_interaction,Sf_ID
Assembly_interaction,Entry_ID
Assembly_interaction,Assembly_ID
Chem_comp_assembly,Assembly_chem_comp_ID
Chem_comp_assembly,Entity_assembly_ID
Chem_comp_assembly,Entity_ID
Chem_comp_assembly,Comp_index_ID
Chem_comp_assembly,Comp_ID
Chem_comp_assembly,Seq_ID
Chem_comp_assembly,Auth_entity_assembly_ID
Chem_comp_assembly,Auth_asym_ID
Chem_comp_assembly,Auth_seq_ID
Chem_comp_assembly,Auth_comp_ID
Chem_comp_assembly,Auth_variant_ID
Chem_comp_assembly,Sequence_linking
Chem_comp_assembly,Cis_residue
Chem_comp_assembly,NEF_index
Chem_comp_assembly,Sf_ID
Chem_comp_assembly,Entry_ID
Chem_comp_assembly,Assembly_ID
PDBX_poly_seq_scheme,Entity_assembly_ID
PDBX_poly_seq_scheme,Entity_ID
PDBX_poly_seq_scheme,Comp_index_ID
PDBX_poly_seq_scheme,Comp_ID
PDBX_poly_seq_scheme,Comp_label
PDBX_poly_seq_scheme,Asym_ID
PDBX_poly_seq_scheme,Seq_ID
PDBX_poly_seq_scheme,Mon_ID
PDBX_poly_seq_scheme,Hetero
PDBX_poly_seq_scheme,PDB_seq_num
PDBX_poly_seq_scheme,PDB_mon_ID
PDBX_poly_seq_scheme,PDB_chain_ID
PDBX_poly_seq_scheme,PDB_ins_code
PDBX_poly_seq_scheme,Auth_seq_num
PDBX_poly_seq_scheme,Auth_mon_ID
PDBX_poly_seq_scheme,Sf_ID
PDBX_poly_seq_scheme,Entry_ID
PDBX_poly_seq_scheme,Assembly_ID
PDBX_nonpoly_scheme,Entity_assembly_ID
PDBX_nonpoly_scheme,Asym_ID
PDBX_nonpoly_scheme,Entity_ID
PDBX_nonpoly_scheme,Mon_ID
PDBX_nonpoly_scheme,Comp_index_ID
PDBX_nonpoly_scheme,Comp_ID
PDBX_nonpoly_scheme,PDB_seq_num
PDBX_nonpoly_scheme,Auth_seq_num
PDBX_nonpoly_scheme,PDB_mon_ID
PDBX_nonpoly_scheme,Auth_mon_ID
PDBX_nonpoly_scheme,PDB_strand_ID
PDBX_nonpoly_scheme,PDB_ins_code
PDBX_nonpoly_scheme,Sf_ID
PDBX_nonpoly_scheme,Entry_ID
PDBX_nonpoly_scheme,Assembly_ID
Atom_type,ID
Atom_type,Symbol
Atom_type,Atomic_number
Atom_type,Isotope_number
Atom_type,Oxidation_number
Atom_type,Paramagnetic
Atom_type,Electron_configuration
Atom_type,Unpaired_electron_number
Atom_type,Atomic_mass
Atom_type,Van_der_Vaals_radii
Atom_type,Sf_ID
Atom_type,Entry_ID
Atom_type,Assembly_ID
Atom,Assembly_atom_ID
Atom,Entity_assembly_ID
Atom,Entity_ID
Atom,Comp_index_ID
Atom,Seq_ID
Atom,Comp_ID
Atom,Atom_type_ID
Atom,Atom_ID
Atom,Type_symbol
Atom,PDB_one_letter_code
Atom,PDB_strand_ID
Atom,PDB_ins_code
Atom,PDB_asym_ID
Atom,PDB_seq_ID
Atom,PDB_comp_ID
Atom,PDB_group
Atom,PDB_atom_ID
Atom,PDB_atom_type
Atom,Sf_ID
Atom,Entry_ID
Atom,Assembly_ID
Assembly_bio_function,Biological_function
Assembly_bio_function,Sf_ID
Assembly_bio_function,Entry_ID
Assembly_bio_function,Assembly_ID
Angle,ID
Angle,Angle_name
Angle,Assembly_atom_ID_1
Angle,Entity_assembly_ID_1
Angle,Entity_ID_1
Angle,Entity_label_1
Angle,Comp_ID_1
Angle,Comp_label_1
Angle,Comp_index_ID_1
Angle,Seq_ID_1
Angle,Atom_ID_1
Angle,Atom_type_1
Angle,Assembly_atom_ID_2
Angle,Entity_assembly_ID_2
Angle,Entity_ID_2
Angle,Entity_label_2
Angle,Comp_ID_2
Angle,Comp_label_2
Angle,Comp_index_ID_2
Angle,Seq_ID_2
Angle,Atom_ID_2
Angle,Atom_type_2
Angle,Assembly_atom_ID_3
Angle,Entity_assembly_ID_3
Angle,Entity_ID_3
Angle,Entity_label_3
Angle,Comp_ID_3
Angle,Comp_label_3
Angle,Comp_index_ID_3
Angle,Seq_ID_3
Angle,Atom_ID_3
Angle,Atom_type_3
Angle,Sf_ID
Angle,Entry_ID
Angle,Assembly_ID
Torsion_angle,ID
Torsion_angle,Torsion_angle_name
Torsion_angle,Assembly_atom_ID_1
Torsion_angle,Entity_assembly_ID_1
Torsion_angle,Entity_ID_1
Torsion_angle,Entity_label_1
Torsion_angle,Comp_ID_1
Torsion_angle,Comp_label_1
Torsion_angle,Comp_index_ID_1
Torsion_angle,Seq_ID_1
Torsion_angle,Atom_ID_1
Torsion_angle,Atom_type_1
Torsion_angle,Assembly_atom_ID_2
Torsion_angle,Entity_assembly_ID_2
Torsion_angle,Entity_ID_2
Torsion_angle,Entity_label_2
Torsion_angle,Comp_ID_2
Torsion_angle,Comp_label_2
Torsion_angle,Comp_index_ID_2
Torsion_angle,Seq_ID_2
Torsion_angle,Atom_ID_2
Torsion_angle,Atom_type_2
Torsion_angle,Assembly_atom_ID_3
Torsion_angle,Entity_assembly_ID_3
Torsion_angle,Entity_ID_3
Torsion_angle,Entity_label_3
Torsion_angle,Comp_ID_3
Torsion_angle,Comp_label_3
Torsion_angle,Comp_index_ID_3
Torsion_angle,Seq_ID_3
Torsion_angle,Atom_ID_3
Torsion_angle,Atom_type_3
Torsion_angle,Assembly_atom_ID_4
Torsion_angle,Entity_assembly_ID_4
Torsion_angle,Entity_ID_4
Torsion_angle,Entity_label_4
Torsion_angle,Comp_ID_4
Torsion_angle,Comp_label_4
Torsion_angle,Comp_index_ID_4
Torsion_angle,Seq_ID_4
Torsion_angle,Atom_ID_4
Torsion_angle,Atom_type_4
Torsion_angle,Sf_ID
Torsion_angle,Entry_ID
Torsion_angle,Assembly_ID
Assembly_segment,ID
Assembly_segment,Entity_assembly_ID
Assembly_segment,Entity_ID
Assembly_segment,Entity_label
Assembly_segment,Comp_index_ID
Assembly_segment,Comp_ID
Assembly_segment,Comp_label
Assembly_segment,Seq_ID
Assembly_segment,Atom_ID
Assembly_segment,Assembly_atom_ID
Assembly_segment,Sf_ID
Assembly_segment,Entry_ID
Assembly_segment,Assembly_ID
Assembly_segment_description,Assembly_segment_ID
Assembly_segment_description,Code
Assembly_segment_description,Details
Assembly_segment_description,Sf_ID
Assembly_segment_description,Entry_ID
Assembly_segment_description,Assembly_ID
Assembly_keyword,Keyword
Assembly_keyword,Sf_ID
Assembly_keyword,Entry_ID
Assembly_keyword,Assembly_ID
Assembly_citation,Citation_ID
Assembly_citation,Citation_label
Assembly_citation,Sf_ID
Assembly_citation,Entry_ID
Assembly_citation,Assembly_ID
Assembly_annotation_list,Sf_category
Assembly_annotation_list,Sf_framecode
Assembly_annotation_list,Entry_ID
Assembly_annotation_list,Sf_ID
Assembly_annotation_list,ID
Assembly_annotation_list,Source
Assembly_annotation_list,Details
Author_annotation,ID
Author_annotation,Assembly_ID
Author_annotation,Assembly_subsystem_ID
Author_annotation,Entity_assembly_ID
Author_annotation,Entity_ID
Author_annotation,Comp_index_ID
Author_annotation,Comp_index_ID_start
Author_annotation,Comp_index_ID_end
Author_annotation,Seq_ID
Author_annotation,Seq_ID_start
Author_annotation,Seq_ID_end
Author_annotation,Comp_ID
Author_annotation,Atom_ID
Author_annotation,Assembly_atom_ID
Author_annotation,Annotation_code
Author_annotation,Sf_ID
Author_annotation,Entry_ID
Author_annotation,Assembly_annotation_list_ID
Assembly_subsystem,Sf_category
Assembly_subsystem,Sf_framecode
Assembly_subsystem,Entry_ID
Assembly_subsystem,Sf_ID
Assembly_subsystem,ID
Assembly_subsystem,Name
Assembly_subsystem,CAS_name
Assembly_subsystem,CAS_registry_number
Assembly_subsystem,Enzyme_commission_number
Assembly_subsystem,Molecular_mass
Assembly_subsystem,Details
Assembly_subsystem,DB_query_date
Assembly_subsystem,DB_last_query_revised_last_date
Subsystem_common_name,Name
Subsystem_common_name,Sf_ID
Subsystem_common_name,Entry_ID
Subsystem_common_name,Assembly_subsystem_ID
Subsystem_type,Type
Subsystem_type,Sf_ID
Subsystem_type,Entry_ID
Subsystem_type,Assembly_subsystem_ID
Subsystem_component,Entity_assembly_ID
Subsystem_component,Entity_ID
Subsystem_component,Entity_label
Subsystem_component,Sf_ID
Subsystem_component,Entry_ID
Subsystem_component,Assembly_subsystem_ID
Subsystem_keyword,Keyword
Subsystem_keyword,Sf_ID
Subsystem_keyword,Entry_ID
Subsystem_keyword,Assembly_subsystem_ID
Subsystem_biological_function,Biological_function
Subsystem_biological_function,Sf_ID
Subsystem_biological_function,Entry_ID
Subsystem_biological_function,Assembly_subsystem_ID
Subsystem_db_link,Author_supplied
Subsystem_db_link,Database_code
Subsystem_db_link,Accession_code
Subsystem_db_link,Entry_mol_code
Subsystem_db_link,Entry_mol_name
Subsystem_db_link,Entry_experimental_method
Subsystem_db_link,Entry_relation_type
Subsystem_db_link,Entry_details
Subsystem_db_link,Sf_ID
Subsystem_db_link,Entry_ID
Subsystem_db_link,Assembly_subsystem_ID
Subsystem_citation,Citation_ID
Subsystem_citation,Citation_label
Subsystem_citation,Sf_ID
Subsystem_citation,Entry_ID
Subsystem_citation,Assembly_subsystem_ID
Entity,Sf_category
Entity,Sf_framecode
Entity,Entry_ID
Entity,Sf_ID
Entity,ID
Entity,BMRB_code
Entity,Name
Entity,Type
Entity,Polymer_common_type
Entity,Polymer_type
Entity,Polymer_type_details
Entity,Polymer_strand_ID
Entity,Polymer_seq_one_letter_code_can
Entity,Polymer_seq_one_letter_code
Entity,Target_identifier
Entity,Polymer_author_defined_seq
Entity,Polymer_author_seq_details
Entity,Ambiguous_conformational_states
Entity,Ambiguous_chem_comp_sites
Entity,Nstd_monomer
Entity,Nstd_chirality
Entity,Nstd_linkage
Entity,Nonpolymer_comp_ID
Entity,Nonpolymer_comp_label
Entity,Number_of_monomers
Entity,Number_of_nonpolymer_components
Entity,Paramagnetic
Entity,Thiol_state
Entity,Src_method
Entity,Parent_entity_ID
Entity,Fragment
Entity,Mutation
Entity,EC_number
Entity,Calc_isoelectric_point
Entity,Formula_weight
Entity,Formula_weight_exptl
Entity,Formula_weight_exptl_meth
Entity,Details
Entity,DB_query_date
Entity,DB_query_revised_last_date
Entity_db_link,Ordinal
Entity_db_link,Author_supplied
Entity_db_link,Database_code
Entity_db_link,Accession_code
Entity_db_link,Entry_mol_code
Entity_db_link,Entry_mol_name
Entity_db_link,Entry_experimental_method
Entity_db_link,Entry_structure_resolution
Entity_db_link,Entry_relation_type
Entity_db_link,Entry_details
Entity_db_link,Chimera_segment_ID
Entity_db_link,Seq_query_to_submitted_percent
Entity_db_link,Seq_subject_length
Entity_db_link,Seq_identity
Entity_db_link,Seq_positive
Entity_db_link,Seq_homology_expectation_val
Entity_db_link,Seq_align_begin
Entity_db_link,Seq_align_end
Entity_db_link,Seq_difference_details
Entity_db_link,Seq_alignment_details
Entity_db_link,Sf_ID
Entity_db_link,Entry_ID
Entity_db_link,Entity_ID
Entity_biological_function,Biological_function
Entity_biological_function,Sf_ID
Entity_biological_function,Entry_ID
Entity_biological_function,Entity_ID
Entity_common_name,Name
Entity_common_name,Type
Entity_common_name,Sf_ID
Entity_common_name,Entry_ID
Entity_common_name,Entity_ID
Entity_systematic_name,Name
Entity_systematic_name,Naming_system
Entity_systematic_name,Sf_ID
Entity_systematic_name,Entry_ID
Entity_systematic_name,Entity_ID
Entity_keyword,Keyword
Entity_keyword,Sf_ID
Entity_keyword,Entry_ID
Entity_keyword,Entity_ID
Entity_comp_index,ID
Entity_comp_index,Auth_seq_ID
Entity_comp_index,Comp_ID
Entity_comp_index,Comp_label
Entity_comp_index,Sf_ID
Entity_comp_index,Entry_ID
Entity_comp_index,Entity_ID
Entity_poly_seq,Hetero
Entity_poly_seq,Mon_ID
Entity_poly_seq,Num
Entity_poly_seq,Comp_index_ID
Entity_poly_seq,Sf_ID
Entity_poly_seq,Entry_ID
Entity_poly_seq,Entity_ID
Entity_chimera_segment,ID
Entity_chimera_segment,Comp_index_ID_begin
Entity_chimera_segment,Comp_index_ID_end
Entity_chimera_segment,Seq_ID_begin
Entity_chimera_segment,Seq_ID_end
Entity_chimera_segment,Details
Entity_chimera_segment,Sf_ID
Entity_chimera_segment,Entry_ID
Entity_chimera_segment,Entity_ID
Entity_comp_index_alt,Entity_comp_index_ID
Entity_comp_index_alt,Auth_seq_ID
Entity_comp_index_alt,Comp_ID
Entity_comp_index_alt,Comp_label
Entity_comp_index_alt,Sf_ID
Entity_comp_index_alt,Entry_ID
Entity_comp_index_alt,Entity_ID
Entity_atom_list,ID
Entity_atom_list,Comp_index_ID
Entity_atom_list,Comp_ID
Entity_atom_list,Atom_ID
Entity_atom_list,Sf_ID
Entity_atom_list,Entry_ID
Entity_atom_list,Entity_ID
Entity_chem_comp_deleted_atom,Comp_index_ID
Entity_chem_comp_deleted_atom,Comp_ID
Entity_chem_comp_deleted_atom,Atom_ID
Entity_chem_comp_deleted_atom,Sf_ID
Entity_chem_comp_deleted_atom,Entry_ID
Entity_chem_comp_deleted_atom,Entity_ID
Entity_bond,ID
Entity_bond,Type
Entity_bond,Value_order
Entity_bond,Comp_index_ID_1
Entity_bond,Comp_ID_1
Entity_bond,Atom_ID_1
Entity_bond,Comp_index_ID_2
Entity_bond,Comp_ID_2
Entity_bond,Atom_ID_2
Entity_bond,Details
Entity_bond,Sf_ID
Entity_bond,Entry_ID
Entity_bond,Entity_ID
Entity_citation,Citation_ID
Entity_citation,Citation_label
Entity_citation,Sf_ID
Entity_citation,Entry_ID
Entity_citation,Entity_ID
Entity_natural_src_list,Sf_category
Entity_natural_src_list,Sf_framecode
Entity_natural_src_list,Entry_ID
Entity_natural_src_list,Sf_ID
Entity_natural_src_list,ID
Entity_natural_src,ID
Entity_natural_src,Entity_ID
Entity_natural_src,Entity_label
Entity_natural_src,Entity_chimera_segment_ID
Entity_natural_src,NCBI_taxonomy_ID
Entity_natural_src,Type
Entity_natural_src,Common
Entity_natural_src,Organism_name_scientific
Entity_natural_src,Organism_name_common
Entity_natural_src,Organism_acronym
Entity_natural_src,ICTVdb_decimal_code
Entity_natural_src,Superkingdom
Entity_natural_src,Kingdom
Entity_natural_src,Genus
Entity_natural_src,Species
Entity_natural_src,Strain
Entity_natural_src,Variant
Entity_natural_src,Subvariant
Entity_natural_src,Organ
Entity_natural_src,Tissue
Entity_natural_src,Tissue_fraction
Entity_natural_src,Cell_line
Entity_natural_src,Cell_type
Entity_natural_src,ATCC_number
Entity_natural_src,Organelle
Entity_natural_src,Cellular_location
